date,state,notes
2020-03-23,AM,Estado não tem boletim específico sobre novo coronavírus. Informações estão sendo atualizadas na área de notícias do site da secretaria de Saúde 
2020-03-23,AP,
2020-03-23,BA,
2020-03-23,BA,
2020-03-23,CE,
2020-03-23,DF,
2020-03-23,ES,
2020-03-23,GO,
2020-03-23,MA,
2020-03-23,MG,
2020-03-23,MS,
2020-03-23,MT,
2020-03-23,PA,
2020-03-23,PB,
2020-03-23,PB,
2020-03-23,PE,
2020-03-23,PI,http://portal.saude.pi.gov.br/2020/inf_saude/epidemiologia/covid-19/mapa/mapa_covid-19.asp
2020-03-23,PR,
2020-03-23,RJ,
2020-03-23,RR,
2020-03-23,RS,
2020-03-23,SC,
2020-03-23,SP,
2020-03-23,TO,
2020-03-22,AC,
2020-03-22,AC,
2020-03-22,AL,
2020-03-22,AP,
2020-03-22,BA,
2020-03-22,BA,
2020-03-22,CE,
2020-03-22,DF,
2020-03-22,ES,
2020-03-22,GO,
2020-03-22,MA,
2020-03-22,MG,
2020-03-22,MS,
2020-03-22,MT,
2020-03-22,PA,
2020-03-22,PB,
2020-03-22,PE,"No dia 22, a SES reportou 37 casos em um boletim enviado por PDF, que ainda não foi publicado no site"
2020-03-22,PI,https://g1.globo.com/pi/piaui/noticia/2020/03/22/sobe-para-6-o-numero-de-casos-confirmados-de-coronavirus-no-piaui-suspeitos-sao-117.ghtml
2020-03-22,PR,
2020-03-22,RJ,
2020-03-22,RN,
2020-03-22,RN,
2020-03-22,RN,
2020-03-22,RO,
2020-03-22,RR,
2020-03-22,RS,
2020-03-22,SC,
2020-03-22,SP,
2020-03-22,TO,
2020-03-21,AC,
2020-03-21,AL,
2020-03-21,AM,"A partir deste dia, AM mudou a metodologia de divulgação dos dados. Antes, os pacientes que tinham feito viagens eram classificados como casos importados, mesmo se fossem residentes do estado. Nesta data, o boletim atribiu todos os casos confirmados a Manaus "
2020-03-21,AP,
2020-03-21,BA,
2020-03-21,CE,
2020-03-21,DF,
2020-03-21,ES,
2020-03-21,GO,
2020-03-21,MA,
2020-03-21,MA,
2020-03-21,MG,
2020-03-21,MS,
2020-03-21,PA,
2020-03-21,PE,
2020-03-21,PI,https://cidadeverde.com/coronavirus/104623/sobe-para-129-casos-suspeitos-de-covid-19-no-piaui-56-sao-mulheres
2020-03-21,PR,
2020-03-21,RJ,
2020-03-21,RN,
2020-03-21,RO,
2020-03-21,RR,
2020-03-21,RS,
2020-03-21,SC,
2020-03-21,SC,
2020-03-21,SE,
2020-03-21,SP,
2020-03-20,AC,usei este
2020-03-20,AC,
2020-03-20,AC,
2020-03-20,AL,
2020-03-20,AM,Estado não tem boletim específico sobre novo coronavírus. Informações estão sendo atualizadas na área de notícias do site da secretaria de Saúde 
2020-03-20,AP,
2020-03-20,AP,
2020-03-20,BA,
2020-03-20,BA,
2020-03-20,CE,
2020-03-20,DF,
2020-03-20,ES,
2020-03-20,GO,
2020-03-20,MA,
2020-03-20,MG,
2020-03-20,MS,
2020-03-20,MT,
2020-03-20,PA,
2020-03-20,PE,"No dia 20, a SES reportou 31 casos. Mas a planilha com o detalhamento por municípios não foi divulgada no site."
2020-03-20,PI,4 casos no dia 20
2020-03-20,PR,
2020-03-20,RN,este texto é quase impossível de decifrar
2020-03-20,RN,
2020-03-20,RO,
2020-03-20,RR,
2020-03-20,RS,
2020-03-20,SC,
2020-03-20,SC,
2020-03-20,SC,"No dia 20 à noite, a secretaria divulgou somente o numero total de casos confirmados, sem detalhamento das cidades. Desta forma foram utilizados os números por cidade divulgados na matéria do G1 neste dia"
2020-03-20,SE,
2020-03-20,SP,
2020-03-20,TO,
2020-03-19,AC,
2020-03-19,AL,
2020-03-19,AM,Estado não tem boletim específico sobre novo coronavírus. Informações estão sendo atualizadas na área de notícias do site da secretaria de Saúde 
2020-03-19,AP,
2020-03-19,BA,
2020-03-19,BA,
2020-03-19,CE,
2020-03-19,DF,
2020-03-19,ES,início da divulgação por município (16 confirmados)
2020-03-19,GO,
2020-03-19,MA,
2020-03-19,MG,
2020-03-19,MS,
2020-03-19,MT,
2020-03-19,PA,
2020-03-19,PE,"No dia 19, a SES reportou 28 casos. Mas a planilha com o detalhamento por municípios não foi divulgada no site."
2020-03-19,PI,3 casos no dia 19
2020-03-19,PR,
2020-03-19,RJ,
2020-03-19,RN,nota explica problemas de divulgação
2020-03-19,RR,
2020-03-19,RS,
2020-03-19,RS,
2020-03-19,SC,
2020-03-19,SC,
2020-03-19,SP,
2020-03-19,TO,
2020-03-18,AC,
2020-03-18,AL,
2020-03-18,AM,Confirmação de que segundo caso também é em Manaus
2020-03-18,AM,Estado não tem boletim específico sobre novo coronavírus. Informações estão sendo atualizadas na área de notícias do site da secretaria de Saúde 
2020-03-18,AP,
2020-03-18,BA,
2020-03-18,BA,
2020-03-18,CE,
2020-03-18,DF,
2020-03-18,ES,
2020-03-18,GO,
2020-03-18,MA,
2020-03-18,MG,
2020-03-18,MS,
2020-03-18,MT,
2020-03-18,MT,
2020-03-18,PA,
2020-03-18,PB,
2020-03-18,PE,"No dia 17, a SES reportou 2 casos em Jaboatão dos Guararapes. No dia 18, a SES reportou 1 caso em Jaboatão dos Guararapes. Não ficou claro como esse segundo caso na cidade passou a ser contabilizado. A próxima planilha com o detalhamento divulgado, no dia 21, aponta 3 casos em Jaboatão dos Guararapes."
2020-03-18,PI,zero casos no dia 18
2020-03-18,PR,A Sesa informa que o caso confirmado ontem (17/3) no município de Pinhais foi retificado e considerado como Curitiba visto que a notificação do paciente foi feita na capital paranaense.
2020-03-18,RJ,
2020-03-18,RN,
2020-03-18,RO,
2020-03-18,RR,
2020-03-18,RS,
2020-03-18,RS,
2020-03-18,SC,
2020-03-18,SE,
2020-03-18,SP,
2020-03-18,TO,
2020-03-17,AC,
2020-03-17,AC,
2020-03-17,AL,
2020-03-17,AP,
2020-03-17,BA,
2020-03-17,BA,
2020-03-17,CE,
2020-03-17,ES,
2020-03-17,MA,
2020-03-17,MG,
2020-03-17,MS,
2020-03-17,MT,
2020-03-17,PA,
2020-03-17,PE,
2020-03-17,PR,
2020-03-17,RO,
2020-03-17,RR,
2020-03-17,SC,
2020-03-17,SP,
2020-03-16,AL,
2020-03-16,AP,
2020-03-16,BA,
2020-03-16,CE,
2020-03-16,DF,
2020-03-16,ES,
2020-03-16,MA,
2020-03-16,MG,
2020-03-16,MS,
2020-03-16,MT,
2020-03-16,PA,
2020-03-16,PB,
2020-03-16,PE,"Não há boletins divulgados para os dias 13, 14 e 15."
2020-03-16,PR,
2020-03-16,RJ,
2020-03-16,RN,
2020-03-16,RO,
2020-03-16,RR,
2020-03-16,RS,
2020-03-16,SC,
2020-03-16,SE,
2020-03-16,SP,
2020-03-15,BA,
2020-03-15,BA,
2020-03-15,CE,
2020-03-15,DF,
2020-03-15,ES,
2020-03-15,MA,
2020-03-15,MS,
2020-03-15,PA,
2020-03-15,RJ,
2020-03-15,RO,
2020-03-15,RR,
2020-03-15,SC,
2020-03-15,SC,sem detalhamento por cidade
2020-03-14,CE,
2020-03-14,DF,
2020-03-14,ES,
2020-03-14,MG,
2020-03-14,MS,
2020-03-14,PA,
2020-03-14,RO,
2020-03-14,RR,
2020-03-14,SC,
2020-03-14,SE,
2020-03-14,SP,
2020-03-13,AL,
2020-03-13,AM,Primeira confirmação do novo Coronavírus no AM
2020-03-13,BA,
2020-03-13,CE,
2020-03-13,DF,
2020-03-13,ES,
2020-03-13,MA,
2020-03-13,MG,
2020-03-13,MS,
2020-03-13,MT,
2020-03-13,PA,
2020-03-13,PR,
2020-03-13,RJ,
2020-03-13,RN,
2020-03-13,RR,
2020-03-13,RS,
2020-03-13,SC,sem detalhamento por cidade
2020-03-13,SC,
2020-03-12,AL,
2020-03-12,BA,
2020-03-12,CE,
2020-03-12,DF,
2020-03-12,ES,segundo caso confirmado
2020-03-12,MA,
2020-03-12,MG,
2020-03-12,MS,
2020-03-12,MT,
2020-03-12,PA,
2020-03-12,PE,
2020-03-12,PR,
2020-03-12,RJ,
2020-03-12,RN,
2020-03-12,RR,
2020-03-12,RS,
2020-03-12,SC,
2020-03-12,SP,
2020-03-11,AL,
2020-03-11,BA,
2020-03-11,CE,
2020-03-11,DF,
2020-03-11,ES,
2020-03-11,MG,
2020-03-11,MS,
2020-03-11,MT,
2020-03-11,PA,
2020-03-11,PE,
2020-03-11,PR,
2020-03-11,RR,
2020-03-11,RS,
2020-03-11,SP,
2020-03-10,BA,
2020-03-10,CE,
2020-03-10,DF,
2020-03-10,ES,
2020-03-10,MG,
2020-03-10,MS,
2020-03-10,MT,
2020-03-10,PA,
2020-03-10,PR,
2020-03-10,RR,
2020-03-10,RS,
2020-03-10,SP,
2020-03-09,BA,
2020-03-09,CE,
2020-03-09,DF,
2020-03-09,ES,
2020-03-09,MG,
2020-03-09,MS,
2020-03-09,MT,
2020-03-09,PA,
2020-03-09,PE,
2020-03-09,PE,
2020-03-09,PR,
2020-03-09,RR,
2020-03-09,RS,
2020-03-09,SP,
2020-03-08,AL,
2020-03-08,DF,
2020-03-08,ES,
2020-03-08,MG,
2020-03-08,PA,
2020-03-08,RJ,
2020-03-08,RR,
2020-03-08,SP,
2020-03-07,BA,
2020-03-07,DF,
2020-03-07,ES,
2020-03-07,PA,
2020-03-07,RR,
2020-03-07,SP,
2020-03-06,BA,
2020-03-06,BA,
2020-03-06,CE,
2020-03-06,DF,
2020-03-06,ES,
2020-03-06,MG,
2020-03-06,MS,
2020-03-06,MT,link funcionando encontrado
2020-03-06,PA,
2020-03-06,PR,
2020-03-06,RJ,
2020-03-06,RR,
2020-03-06,SP,
2020-03-05,BA,
2020-03-05,CE,
2020-03-05,DF,
2020-03-05,ES,primeiro caso confirmado
2020-03-05,MS,
2020-03-05,MT,
2020-03-05,PA,
2020-03-05,PE,
2020-03-05,PR,
2020-03-05,RJ,
2020-03-05,RR,
2020-03-05,RS,
2020-03-05,SP,
2020-03-04,BA,
2020-03-04,CE,
2020-03-04,DF,
2020-03-04,ES,
2020-03-04,MS,
2020-03-04,MT,
2020-03-04,PA,
2020-03-04,PE,
2020-03-04,PR,
2020-03-04,RR,
2020-03-04,RS,
2020-03-04,SP,
2020-03-03,BA,
2020-03-03,DF,
2020-03-03,ES,
2020-03-03,MS,
2020-03-03,MT,link funcionando encontrado
2020-03-03,PA,
2020-03-03,PE,
2020-03-03,PR,
2020-03-03,RR,
2020-03-03,RS,
2020-03-03,SP,
2020-03-02,BA,
2020-03-02,BA,
2020-03-02,CE,
2020-03-02,DF,
2020-03-02,ES,
2020-03-02,MS,
2020-03-02,MT,
2020-03-02,PA,
2020-03-02,PE,
2020-03-02,PR,
2020-03-02,RR,
2020-03-02,RS,
2020-03-02,SP,
2020-03-01,DF,
2020-03-01,ES,
2020-03-01,PA,
2020-03-01,PR,
2020-03-01,RR,
2020-03-01,SP,
2020-02-29,DF,
2020-02-29,RR,
2020-02-29,SP,
2020-02-28,BA,
2020-02-28,BA,
2020-02-28,DF,
2020-02-28,MS,
2020-02-28,MT,
2020-02-28,PA,
2020-02-28,PE,
2020-02-28,PE,
2020-02-28,PR,
2020-02-28,RR,
2020-02-28,SP,
2020-02-27,BA,
2020-02-27,CE,
2020-02-27,PA,
2020-02-27,PE,
2020-02-27,RR,
2020-02-27,RS,
2020-02-27,SP,
2020-02-26,RR,
2020-02-26,SP,
2020-02-25,RR,
2020-02-24,RR,
2020-02-23,RR,
2020-02-21,RR,
2020-02-20,RR,
2020-02-19,RR,
2020-02-18,RR,
2020-02-17,RR,
2020-02-16,RR,
2020-02-15,RR,
2020-02-14,RR,
2020-02-13,RR,
2020-02-12,RR,
2020-02-11,RR,
2020-02-10,RR,
2020-02-09,RR,
2020-02-08,RR,
2020-02-07,RR,
2020-02-06,RR,
2020-02-05,RR,
2020-02-04,RR,
2020-02-03,RR,
2020-02-02,RR,
2020-02-01,RR,
2020-01-31,RR,
2020-01-30,RR,
